instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
7506,2011-11-14,Winter,2011,11,8,0,Mon,1,Misty,0.46,0.4545,0.67,0.194,27,425,452,Pagi (05–11)
7507,2011-11-14,Winter,2011,11,9,0,Mon,1,Misty,0.48,0.4697,0.67,0.3284,29,204,233,Pagi (05–11)
7508,2011-11-14,Winter,2011,11,10,0,Mon,1,Misty,0.5,0.4848,0.63,0.2836,26,85,111,Pagi (05–11)
7509,2011-11-14,Winter,2011,11,11,0,Mon,1,Misty,0.54,0.5152,0.6,0.2836,22,106,128,Pagi (05–11)
7510,2011-11-14,Winter,2011,11,12,0,Mon,1,Clear,0.56,0.5303,0.56,0.2985,36,166,202,Siang (12–16)
7511,2011-11-14,Winter,2011,11,13,0,Mon,1,Clear,0.6,0.6212,0.49,0.3881,50,153,203,Siang (12–16)
7512,2011-11-14,Winter,2011,11,14,0,Mon,1,Clear,0.62,0.6212,0.46,0.4478,47,138,185,Siang (12–16)
7513,2011-11-14,Winter,2011,11,15,0,Mon,1,Clear,0.64,0.6212,0.44,0.3284,53,142,195,Siang (12–16)
7514,2011-11-14,Winter,2011,11,16,0,Mon,1,Clear,0.62,0.6212,0.46,0.4179,51,264,315,Siang (12–16)
7515,2011-11-14,Winter,2011,11,17,0,Mon,1,Clear,0.62,0.6212,0.46,0.2537,55,464,519,Sore (17–20)
7516,2011-11-14,Winter,2011,11,18,0,Mon,1,Clear,0.56,0.5303,0.56,0.2836,29,460,489,Sore (17–20)
7517,2011-11-14,Winter,2011,11,19,0,Mon,1,Clear,0.6,0.6212,0.53,0.2985,28,274,302,Sore (17–20)
7518,2011-11-14,Winter,2011,11,20,0,Mon,1,Clear,0.6,0.6212,0.53,0.3582,30,210,240,Sore (17–20)
7519,2011-11-14,Winter,2011,11,21,0,Mon,1,Clear,0.6,0.6212,0.53,0.3582,37,176,213,Malam (21–04)
7520,2011-11-14,Winter,2011,11,22,0,Mon,1,Clear,0.58,0.5455,0.56,0.3582,17,96,113,Malam (21–04)
7521,2011-11-14,Winter,2011,11,23,0,Mon,1,Clear,0.56,0.5303,0.64,0.2985,13,48,61,Malam (21–04)
7522,2011-11-15,Winter,2011,11,0,0,Tue,1,Clear,0.56,0.5303,0.64,0.3582,7,15,22,Malam (21–04)
7523,2011-11-15,Winter,2011,11,1,0,Tue,1,Clear,0.56,0.5303,0.6,0.2985,5,5,10,Malam (21–04)
7524,2011-11-15,Winter,2011,11,2,0,Tue,1,Clear,0.56,0.5303,0.64,0.2537,7,8,15,Malam (21–04)
7525,2011-11-15,Winter,2011,11,3,0,Tue,1,Misty,0.54,0.5152,0.68,0.3284,0,4,4,Malam (21–04)
7526,2011-11-15,Winter,2011,11,4,0,Tue,1,Clear,0.56,0.5303,0.64,0.2985,1,6,7,Malam (21–04)
7527,2011-11-15,Winter,2011,11,5,0,Tue,1,Clear,0.54,0.5152,0.68,0.2836,2,26,28,Pagi (05–11)
7528,2011-11-15,Winter,2011,11,6,0,Tue,1,Misty,0.56,0.5303,0.64,0.0896,4,104,108,Pagi (05–11)
7529,2011-11-15,Winter,2011,11,7,0,Tue,1,Misty,0.54,0.5152,0.68,0.1642,21,298,319,Pagi (05–11)
7530,2011-11-15,Winter,2011,11,8,0,Tue,1,Misty,0.54,0.5152,0.68,0.1045,27,453,480,Pagi (05–11)
7531,2011-11-15,Winter,2011,11,9,0,Tue,1,Misty,0.56,0.5303,0.64,0.0896,26,174,200,Pagi (05–11)
7532,2011-11-15,Winter,2011,11,10,0,Tue,1,Misty,0.56,0.5303,0.64,0.2836,23,115,138,Pagi (05–11)
7533,2011-11-15,Winter,2011,11,11,0,Tue,1,Misty,0.56,0.5303,0.64,0.194,18,116,134,Pagi (05–11)
7534,2011-11-15,Winter,2011,11,12,0,Tue,1,Misty,0.54,0.5152,0.68,0.0,28,148,176,Siang (12–16)
7535,2011-11-15,Winter,2011,11,13,0,Tue,1,Light Snow/Rain,0.54,0.5152,0.6,0.2239,21,132,153,Siang (12–16)
7536,2011-11-15,Winter,2011,11,14,0,Tue,1,Misty,0.54,0.5152,0.6,0.2836,27,120,147,Siang (12–16)
7537,2011-11-15,Winter,2011,11,15,0,Tue,1,Misty,0.54,0.5152,0.6,0.1343,36,155,191,Siang (12–16)
7538,2011-11-15,Winter,2011,11,16,0,Tue,1,Misty,0.52,0.5,0.68,0.1343,31,240,271,Siang (12–16)
7539,2011-11-15,Winter,2011,11,17,0,Tue,1,Misty,0.5,0.4848,0.72,0.194,29,422,451,Sore (17–20)
7540,2011-11-15,Winter,2011,11,18,0,Tue,1,Misty,0.5,0.4848,0.72,0.2836,27,414,441,Sore (17–20)
7541,2011-11-15,Winter,2011,11,19,0,Tue,1,Misty,0.5,0.4848,0.72,0.3582,27,259,286,Sore (17–20)
7542,2011-11-15,Winter,2011,11,20,0,Tue,1,Misty,0.48,0.4697,0.82,0.1343,26,212,238,Sore (17–20)
7543,2011-11-15,Winter,2011,11,21,0,Tue,1,Misty,0.5,0.4848,0.77,0.0896,23,145,168,Malam (21–04)
7544,2011-11-15,Winter,2011,11,22,0,Tue,1,Misty,0.46,0.4545,0.88,0.1045,19,109,128,Malam (21–04)
7545,2011-11-15,Winter,2011,11,23,0,Tue,1,Misty,0.46,0.4545,0.94,0.1045,14,66,80,Malam (21–04)
7546,2011-11-16,Winter,2011,11,0,0,Wed,1,Misty,0.46,0.4545,0.94,0.0,5,26,31,Malam (21–04)
7547,2011-11-16,Winter,2011,11,1,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0896,0,5,5,Malam (21–04)
7548,2011-11-16,Winter,2011,11,2,0,Wed,1,Misty,0.46,0.4545,0.94,0.1045,4,6,10,Malam (21–04)
7549,2011-11-16,Winter,2011,11,3,0,Wed,1,Misty,0.46,0.4545,0.94,0.1045,2,3,5,Malam (21–04)
7550,2011-11-16,Winter,2011,11,4,0,Wed,1,Misty,0.44,0.4394,1.0,0.2239,1,3,4,Malam (21–04)
7551,2011-11-16,Winter,2011,11,5,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.1045,0,13,13,Pagi (05–11)
7552,2011-11-16,Winter,2011,11,6,0,Wed,1,Misty,0.46,0.4545,0.94,0.0896,4,52,56,Pagi (05–11)
7553,2011-11-16,Winter,2011,11,7,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0,7,130,137,Pagi (05–11)
7554,2011-11-16,Winter,2011,11,8,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0,9,223,232,Pagi (05–11)
7555,2011-11-16,Winter,2011,11,9,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0,5,77,82,Pagi (05–11)
7556,2011-11-16,Winter,2011,11,10,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0,4,32,36,Pagi (05–11)
7557,2011-11-16,Winter,2011,11,11,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.0896,7,53,60,Pagi (05–11)
7558,2011-11-16,Winter,2011,11,12,0,Wed,1,Light Snow/Rain,0.46,0.4545,1.0,0.0,5,49,54,Siang (12–16)
7559,2011-11-16,Winter,2011,11,13,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.94,0.1343,6,52,58,Siang (12–16)
7560,2011-11-16,Winter,2011,11,14,0,Wed,1,Misty,0.46,0.4545,1.0,0.1343,12,49,61,Siang (12–16)
7561,2011-11-16,Winter,2011,11,15,0,Wed,1,Light Snow/Rain,0.48,0.4697,0.94,0.1045,16,50,66,Siang (12–16)
7562,2011-11-16,Winter,2011,11,16,0,Wed,1,Light Snow/Rain,0.48,0.4697,0.94,0.1045,13,110,123,Siang (12–16)
7563,2011-11-16,Winter,2011,11,17,0,Wed,1,Misty,0.48,0.4697,0.88,0.194,17,216,233,Sore (17–20)
7564,2011-11-16,Winter,2011,11,18,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.88,0.3881,13,176,189,Sore (17–20)
7565,2011-11-16,Winter,2011,11,19,0,Wed,1,Light Snow/Rain,0.46,0.4545,0.88,0.3881,3,108,111,Sore (17–20)
7566,2011-11-16,Winter,2011,11,20,0,Wed,1,Light Snow/Rain,0.44,0.4394,0.88,0.3881,5,94,99,Sore (17–20)
7567,2011-11-16,Winter,2011,11,21,0,Wed,1,Light Snow/Rain,0.44,0.4394,0.88,0.2836,3,72,75,Malam (21–04)
7568,2011-11-16,Winter,2011,11,22,0,Wed,1,Light Snow/Rain,0.42,0.4242,0.88,0.2239,1,45,46,Malam (21–04)
7569,2011-11-16,Winter,2011,11,23,0,Wed,1,Light Snow/Rain,0.42,0.4242,0.88,0.1343,3,28,31,Malam (21–04)
7570,2011-11-17,Winter,2011,11,0,0,Thu,1,Misty,0.42,0.4242,0.88,0.2537,2,22,24,Malam (21–04)
7571,2011-11-17,Winter,2011,11,1,0,Thu,1,Misty,0.42,0.4242,0.82,0.1642,0,5,5,Malam (21–04)
7572,2011-11-17,Winter,2011,11,2,0,Thu,1,Misty,0.42,0.4242,0.82,0.2239,0,5,5,Malam (21–04)
7573,2011-11-17,Winter,2011,11,3,0,Thu,1,Misty,0.42,0.4242,0.77,0.3284,0,3,3,Malam (21–04)
7574,2011-11-17,Winter,2011,11,4,0,Thu,1,Misty,0.4,0.4091,0.62,0.4179,1,3,4,Malam (21–04)
7575,2011-11-17,Winter,2011,11,5,0,Thu,1,Light Snow/Rain,0.34,0.303,0.71,0.3284,1,21,22,Pagi (05–11)
7576,2011-11-17,Winter,2011,11,6,0,Thu,1,Light Snow/Rain,0.36,0.3485,0.57,0.2239,3,72,75,Pagi (05–11)
7577,2011-11-17,Winter,2011,11,7,0,Thu,1,Light Snow/Rain,0.34,0.3182,0.61,0.2836,4,164,168,Pagi (05–11)
7578,2011-11-17,Winter,2011,11,8,0,Thu,1,Light Snow/Rain,0.34,0.303,0.61,0.2985,12,343,355,Pagi (05–11)
7579,2011-11-17,Winter,2011,11,9,0,Thu,1,Misty,0.34,0.303,0.61,0.3284,14,184,198,Pagi (05–11)
7580,2011-11-17,Winter,2011,11,10,0,Thu,1,Misty,0.34,0.303,0.61,0.3284,7,74,81,Pagi (05–11)
7581,2011-11-17,Winter,2011,11,11,0,Thu,1,Light Snow/Rain,0.32,0.303,0.66,0.3284,4,93,97,Pagi (05–11)
7582,2011-11-17,Winter,2011,11,12,0,Thu,1,Misty,0.34,0.303,0.53,0.2985,6,115,121,Siang (12–16)
7583,2011-11-17,Winter,2011,11,13,0,Thu,1,Misty,0.34,0.303,0.49,0.4478,15,109,124,Siang (12–16)
7584,2011-11-17,Winter,2011,11,14,0,Thu,1,Misty,0.34,0.303,0.49,0.3881,5,105,110,Siang (12–16)
7585,2011-11-17,Winter,2011,11,15,0,Thu,1,Misty,0.34,0.303,0.49,0.4478,10,106,116,Siang (12–16)
7586,2011-11-17,Winter,2011,11,16,0,Thu,1,Clear,0.32,0.2879,0.39,0.4179,8,187,195,Siang (12–16)
7587,2011-11-17,Winter,2011,11,17,0,Thu,1,Clear,0.32,0.2879,0.42,0.3881,20,379,399,Sore (17–20)
7588,2011-11-17,Winter,2011,11,18,0,Thu,1,Clear,0.32,0.3182,0.39,0.194,9,298,307,Sore (17–20)
7589,2011-11-17,Winter,2011,11,19,0,Thu,1,Clear,0.3,0.2879,0.45,0.2239,7,210,217,Sore (17–20)
7590,2011-11-17,Winter,2011,11,20,0,Thu,1,Clear,0.3,0.2879,0.42,0.2836,7,162,169,Sore (17–20)
7591,2011-11-17,Winter,2011,11,21,0,Thu,1,Clear,0.3,0.2879,0.42,0.2537,3,113,116,Malam (21–04)
7592,2011-11-17,Winter,2011,11,22,0,Thu,1,Clear,0.26,0.2424,0.52,0.2537,1,83,84,Malam (21–04)
7593,2011-11-17,Winter,2011,11,23,0,Thu,1,Clear,0.26,0.2576,0.52,0.2239,0,58,58,Malam (21–04)
7594,2011-11-18,Winter,2011,11,0,0,Fri,1,Clear,0.26,0.2576,0.48,0.1642,2,28,30,Malam (21–04)
7595,2011-11-18,Winter,2011,11,1,0,Fri,1,Clear,0.26,0.2273,0.44,0.3284,0,10,10,Malam (21–04)
7596,2011-11-18,Winter,2011,11,2,0,Fri,1,Clear,0.24,0.2273,0.44,0.2239,2,8,10,Malam (21–04)
7597,2011-11-18,Winter,2011,11,3,0,Fri,1,Clear,0.24,0.2121,0.41,0.2836,0,2,2,Malam (21–04)
7598,2011-11-18,Winter,2011,11,4,0,Fri,1,Clear,0.22,0.2273,0.44,0.1642,0,5,5,Malam (21–04)
7599,2011-11-18,Winter,2011,11,5,0,Fri,1,Clear,0.22,0.2273,0.44,0.1343,0,22,22,Pagi (05–11)
7600,2011-11-18,Winter,2011,11,6,0,Fri,1,Clear,0.22,0.2576,0.44,0.0896,1,70,71,Pagi (05–11)
7601,2011-11-18,Winter,2011,11,7,0,Fri,1,Clear,0.22,0.2273,0.44,0.1642,5,211,216,Pagi (05–11)
7602,2011-11-18,Winter,2011,11,8,0,Fri,1,Clear,0.22,0.2273,0.44,0.194,6,369,375,Pagi (05–11)
7603,2011-11-18,Winter,2011,11,9,0,Fri,1,Clear,0.26,0.2576,0.41,0.194,6,207,213,Pagi (05–11)
7604,2011-11-18,Winter,2011,11,10,0,Fri,1,Clear,0.26,0.2424,0.41,0.2836,10,105,115,Pagi (05–11)
7605,2011-11-18,Winter,2011,11,11,0,Fri,1,Clear,0.3,0.303,0.36,0.1343,18,122,140,Pagi (05–11)
7606,2011-11-18,Winter,2011,11,12,0,Fri,1,Clear,0.32,0.3333,0.33,0.0,22,143,165,Siang (12–16)
7607,2011-11-18,Winter,2011,11,13,0,Fri,1,Clear,0.34,0.3182,0.31,0.2239,31,146,177,Siang (12–16)
7608,2011-11-18,Winter,2011,11,14,0,Fri,1,Clear,0.34,0.3333,0.31,0.1343,31,123,154,Siang (12–16)
7609,2011-11-18,Winter,2011,11,15,0,Fri,1,Clear,0.34,0.3333,0.29,0.1343,27,151,178,Siang (12–16)
7610,2011-11-18,Winter,2011,11,16,0,Fri,1,Clear,0.34,0.3333,0.29,0.1343,19,190,209,Siang (12–16)
7611,2011-11-18,Winter,2011,11,17,0,Fri,1,Clear,0.32,0.3333,0.31,0.1343,17,361,378,Sore (17–20)
7612,2011-11-18,Winter,2011,11,18,0,Fri,1,Clear,0.3,0.303,0.36,0.1642,16,312,328,Sore (17–20)
7613,2011-11-18,Winter,2011,11,19,0,Fri,1,Clear,0.28,0.2727,0.41,0.1642,7,183,190,Sore (17–20)
7614,2011-11-18,Winter,2011,11,20,0,Fri,1,Clear,0.28,0.2727,0.48,0.194,8,129,137,Sore (17–20)
7615,2011-11-18,Winter,2011,11,21,0,Fri,1,Clear,0.28,0.2727,0.48,0.1642,3,108,111,Malam (21–04)
7616,2011-11-18,Winter,2011,11,22,0,Fri,1,Clear,0.26,0.2727,0.52,0.1045,9,88,97,Malam (21–04)
7617,2011-11-18,Winter,2011,11,23,0,Fri,1,Clear,0.26,0.2727,0.6,0.1343,5,54,59,Malam (21–04)
7618,2011-11-19,Winter,2011,11,0,0,Sat,0,Clear,0.26,0.2576,0.56,0.194,4,49,53,Malam (21–04)
7619,2011-11-19,Winter,2011,11,1,0,Sat,0,Clear,0.26,0.2273,0.52,0.2985,1,34,35,Malam (21–04)
7620,2011-11-19,Winter,2011,11,2,0,Sat,0,Clear,0.24,0.2424,0.56,0.1642,12,34,46,Malam (21–04)
7621,2011-11-19,Winter,2011,11,3,0,Sat,0,Clear,0.26,0.2424,0.48,0.2537,4,11,15,Malam (21–04)
7622,2011-11-19,Winter,2011,11,4,0,Sat,0,Clear,0.26,0.2273,0.48,0.3284,4,4,8,Malam (21–04)
7623,2011-11-19,Winter,2011,11,5,0,Sat,0,Clear,0.24,0.2273,0.56,0.2537,0,2,2,Pagi (05–11)
7624,2011-11-19,Winter,2011,11,6,0,Sat,0,Clear,0.24,0.2121,0.6,0.3284,2,10,12,Pagi (05–11)
7625,2011-11-19,Winter,2011,11,7,0,Sat,0,Clear,0.24,0.2273,0.6,0.2537,3,38,41,Pagi (05–11)
7626,2011-11-19,Winter,2011,11,8,0,Sat,0,Clear,0.26,0.2424,0.56,0.2537,12,80,92,Pagi (05–11)
7627,2011-11-19,Winter,2011,11,9,0,Sat,0,Clear,0.28,0.2576,0.52,0.2985,12,130,142,Pagi (05–11)
7628,2011-11-19,Winter,2011,11,10,0,Sat,0,Clear,0.32,0.303,0.45,0.2537,35,165,200,Pagi (05–11)
7629,2011-11-19,Winter,2011,11,11,0,Sat,0,Clear,0.36,0.3788,0.4,0.0,50,183,233,Pagi (05–11)
7630,2011-11-19,Winter,2011,11,12,0,Sat,0,Clear,0.4,0.4091,0.35,0.2836,93,218,311,Siang (12–16)
7631,2011-11-19,Winter,2011,11,13,0,Sat,0,Clear,0.42,0.4242,0.3,0.2836,118,245,363,Siang (12–16)
7632,2011-11-19,Winter,2011,11,14,0,Sat,0,Clear,0.42,0.4242,0.32,0.2985,121,228,349,Siang (12–16)
7633,2011-11-19,Winter,2011,11,15,0,Sat,0,Clear,0.42,0.4242,0.41,0.194,120,262,382,Siang (12–16)
7634,2011-11-19,Winter,2011,11,16,0,Sat,0,Clear,0.42,0.4242,0.38,0.2985,99,188,287,Siang (12–16)
7635,2011-11-19,Winter,2011,11,17,0,Sat,0,Clear,0.4,0.4091,0.4,0.194,61,171,232,Sore (17–20)
7636,2011-11-19,Winter,2011,11,18,0,Sat,0,Clear,0.38,0.3939,0.46,0.1343,36,172,208,Sore (17–20)
7637,2011-11-19,Winter,2011,11,19,0,Sat,0,Misty,0.34,0.3333,0.71,0.1343,33,149,182,Sore (17–20)
7638,2011-11-19,Winter,2011,11,20,0,Sat,0,Misty,0.36,0.3636,0.57,0.1045,48,115,163,Sore (17–20)
7639,2011-11-19,Winter,2011,11,21,0,Sat,0,Misty,0.36,0.3485,0.62,0.194,29,79,108,Malam (21–04)
7640,2011-11-19,Winter,2011,11,22,0,Sat,0,Misty,0.38,0.3939,0.62,0.1642,26,80,106,Malam (21–04)
7641,2011-11-19,Winter,2011,11,23,0,Sat,0,Clear,0.38,0.3939,0.62,0.2239,20,73,93,Malam (21–04)
7642,2011-11-20,Winter,2011,11,0,0,Sun,0,Clear,0.38,0.3939,0.66,0.1642,14,79,93,Malam (21–04)
7643,2011-11-20,Winter,2011,11,1,0,Sun,0,Clear,0.4,0.4091,0.62,0.2537,11,73,84,Malam (21–04)
7644,2011-11-20,Winter,2011,11,2,0,Sun,0,Clear,0.4,0.4091,0.62,0.2836,12,44,56,Malam (21–04)
7645,2011-11-20,Winter,2011,11,3,0,Sun,0,Misty,0.4,0.4091,0.66,0.2836,6,31,37,Malam (21–04)
7646,2011-11-20,Winter,2011,11,4,0,Sun,0,Misty,0.4,0.4091,0.71,0.2836,2,10,12,Malam (21–04)
7647,2011-11-20,Winter,2011,11,5,0,Sun,0,Misty,0.42,0.4242,0.67,0.2836,0,4,4,Pagi (05–11)
7648,2011-11-20,Winter,2011,11,6,0,Sun,0,Misty,0.42,0.4242,0.67,0.2537,3,6,9,Pagi (05–11)
7649,2011-11-20,Winter,2011,11,7,0,Sun,0,Clear,0.42,0.4242,0.67,0.2239,4,19,23,Pagi (05–11)
7650,2011-11-20,Winter,2011,11,8,0,Sun,0,Misty,0.42,0.4242,0.71,0.2836,13,52,65,Pagi (05–11)
7651,2011-11-20,Winter,2011,11,9,0,Sun,0,Clear,0.44,0.4394,0.72,0.1642,29,109,138,Pagi (05–11)
7652,2011-11-20,Winter,2011,11,10,0,Sun,0,Misty,0.44,0.4394,0.72,0.1045,46,183,229,Pagi (05–11)
7653,2011-11-20,Winter,2011,11,11,0,Sun,0,Misty,0.5,0.4848,0.63,0.1045,74,212,286,Pagi (05–11)
7654,2011-11-20,Winter,2011,11,12,0,Sun,0,Misty,0.5,0.4848,0.63,0.1343,70,234,304,Siang (12–16)
7655,2011-11-20,Winter,2011,11,13,0,Sun,0,Misty,0.54,0.5152,0.6,0.194,84,285,369,Siang (12–16)
7656,2011-11-20,Winter,2011,11,14,0,Sun,0,Clear,0.52,0.5,0.63,0.2537,113,250,363,Siang (12–16)
7657,2011-11-20,Winter,2011,11,15,0,Sun,0,Misty,0.52,0.5,0.68,0.194,109,242,351,Siang (12–16)
7658,2011-11-20,Winter,2011,11,16,0,Sun,0,Misty,0.52,0.5,0.63,0.1343,81,225,306,Siang (12–16)
7659,2011-11-20,Winter,2011,11,17,0,Sun,0,Misty,0.52,0.5,0.63,0.194,35,168,203,Sore (17–20)
7660,2011-11-20,Winter,2011,11,18,0,Sun,0,Misty,0.54,0.5152,0.64,0.194,22,123,145,Sore (17–20)
7661,2011-11-20,Winter,2011,11,19,0,Sun,0,Misty,0.5,0.4848,0.72,0.1045,17,140,157,Sore (17–20)
7662,2011-11-20,Winter,2011,11,20,0,Sun,0,Misty,0.52,0.5,0.68,0.1045,23,90,113,Sore (17–20)
7663,2011-11-20,Winter,2011,11,21,0,Sun,0,Misty,0.48,0.4697,0.77,0.0896,11,94,105,Malam (21–04)
7664,2011-11-20,Winter,2011,11,22,0,Sun,0,Light Snow/Rain,0.46,0.4545,0.88,0.0896,5,35,40,Malam (21–04)
7665,2011-11-20,Winter,2011,11,23,0,Sun,0,Light Snow/Rain,0.46,0.4545,0.88,0.0896,3,25,28,Malam (21–04)
7666,2011-11-21,Winter,2011,11,0,0,Mon,1,Misty,0.46,0.4545,0.94,0.0,4,13,17,Malam (21–04)
7667,2011-11-21,Winter,2011,11,1,0,Mon,1,Light Snow/Rain,0.46,0.4545,0.94,0.194,4,8,12,Malam (21–04)
7668,2011-11-21,Winter,2011,11,2,0,Mon,1,Light Snow/Rain,0.44,0.4394,1.0,0.194,1,2,3,Malam (21–04)
7669,2011-11-21,Winter,2011,11,3,0,Mon,1,Light Snow/Rain,0.44,0.4394,1.0,0.1343,0,4,4,Malam (21–04)
7670,2011-11-21,Winter,2011,11,4,0,Mon,1,Light Snow/Rain,0.44,0.4394,1.0,0.1343,0,5,5,Malam (21–04)
7671,2011-11-21,Winter,2011,11,5,0,Mon,1,Misty,0.44,0.4394,1.0,0.0,0,20,20,Pagi (05–11)
7672,2011-11-21,Winter,2011,11,6,0,Mon,1,Misty,0.42,0.4242,1.0,0.0,0,76,76,Pagi (05–11)
7673,2011-11-21,Winter,2011,11,7,0,Mon,1,Misty,0.46,0.4545,0.94,0.1642,17,229,246,Pagi (05–11)
7674,2011-11-21,Winter,2011,11,8,0,Mon,1,Misty,0.46,0.4545,0.94,0.0,13,378,391,Pagi (05–11)
7675,2011-11-21,Winter,2011,11,9,0,Mon,1,Misty,0.48,0.4697,0.94,0.1045,15,222,237,Pagi (05–11)
7676,2011-11-21,Winter,2011,11,10,0,Mon,1,Misty,0.52,0.5,0.83,0.0,25,110,135,Pagi (05–11)
7677,2011-11-21,Winter,2011,11,11,0,Mon,1,Misty,0.52,0.5,0.83,0.1045,16,112,128,Pagi (05–11)
7678,2011-11-21,Winter,2011,11,12,0,Mon,1,Misty,0.5,0.4848,0.77,0.1343,24,138,162,Siang (12–16)
7679,2011-11-21,Winter,2011,11,13,0,Mon,1,Misty,0.5,0.4848,0.77,0.1343,13,121,134,Siang (12–16)
7680,2011-11-21,Winter,2011,11,14,0,Mon,1,Misty,0.48,0.4697,0.82,0.194,14,121,135,Siang (12–16)
7681,2011-11-21,Winter,2011,11,15,0,Mon,1,Light Snow/Rain,0.44,0.4394,0.94,0.2239,15,93,108,Siang (12–16)
7682,2011-11-21,Winter,2011,11,16,0,Mon,1,Light Snow/Rain,0.44,0.4394,0.94,0.2239,13,95,108,Siang (12–16)
7683,2011-11-21,Winter,2011,11,17,0,Mon,1,Light Snow/Rain,0.42,0.4242,0.94,0.2985,10,200,210,Sore (17–20)
7684,2011-11-21,Winter,2011,11,18,0,Mon,1,Light Snow/Rain,0.42,0.4242,0.88,0.194,8,184,192,Sore (17–20)
7685,2011-11-21,Winter,2011,11,19,0,Mon,1,Light Snow/Rain,0.4,0.4091,0.94,0.194,2,135,137,Sore (17–20)
7686,2011-11-21,Winter,2011,11,20,0,Mon,1,Light Snow/Rain,0.4,0.4091,0.87,0.2239,5,75,80,Sore (17–20)
7687,2011-11-21,Winter,2011,11,21,0,Mon,1,Light Snow/Rain,0.4,0.4091,0.87,0.1642,11,103,114,Malam (21–04)
7688,2011-11-21,Winter,2011,11,22,0,Mon,1,Light Snow/Rain,0.4,0.4091,0.87,0.1343,6,72,78,Malam (21–04)
7689,2011-11-21,Winter,2011,11,23,0,Mon,1,Light Snow/Rain,0.4,0.4091,0.87,0.1642,4,29,33,Malam (21–04)
7690,2011-11-22,Winter,2011,11,0,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.94,0.1045,0,14,14,Malam (21–04)
7691,2011-11-22,Winter,2011,11,1,0,Tue,1,Light Snow/Rain,0.4,0.4091,0.94,0.1343,1,5,6,Malam (21–04)
7692,2011-11-22,Winter,2011,11,2,0,Tue,1,Light Snow/Rain,0.38,0.3939,1.0,0.1045,2,4,6,Malam (21–04)
7693,2011-11-22,Winter,2011,11,3,0,Tue,1,Light Snow/Rain,0.38,0.3939,1.0,0.1045,1,2,3,Malam (21–04)
7694,2011-11-22,Winter,2011,11,4,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.94,0.1642,0,7,7,Malam (21–04)
7695,2011-11-22,Winter,2011,11,5,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.94,0.1642,1,17,18,Pagi (05–11)
7696,2011-11-22,Winter,2011,11,6,0,Tue,1,Misty,0.38,0.3939,0.94,0.1045,1,63,64,Pagi (05–11)
7697,2011-11-22,Winter,2011,11,7,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.94,0.2239,2,119,121,Pagi (05–11)
7698,2011-11-22,Winter,2011,11,8,0,Tue,1,Light Snow/Rain,0.38,0.3939,0.94,0.2239,5,185,190,Pagi (05–11)
7699,2011-11-22,Winter,2011,11,9,0,Tue,1,Light Snow/Rain,0.4,0.4091,0.94,0.0,2,147,149,Pagi (05–11)
7700,2011-11-22,Winter,2011,11,10,0,Tue,1,Light Snow/Rain,0.4,0.4091,0.94,0.0,6,46,52,Pagi (05–11)
7701,2011-11-22,Winter,2011,11,11,0,Tue,1,Light Snow/Rain,0.4,0.4091,0.94,0.1343,4,28,32,Pagi (05–11)
7702,2011-11-22,Winter,2011,11,12,0,Tue,1,Light Snow/Rain,0.4,0.4091,1.0,0.0896,3,18,21,Siang (12–16)
7703,2011-11-22,Winter,2011,11,13,0,Tue,1,Light Snow/Rain,0.42,0.4242,1.0,0.0896,4,22,26,Siang (12–16)
7704,2011-11-22,Winter,2011,11,14,0,Tue,1,Light Snow/Rain,0.42,0.4242,1.0,0.0896,4,31,35,Siang (12–16)
7705,2011-11-22,Winter,2011,11,15,0,Tue,1,Light Snow/Rain,0.44,0.4394,0.94,0.0,2,32,34,Siang (12–16)
7706,2011-11-22,Winter,2011,11,16,0,Tue,1,Light Snow/Rain,0.44,0.4394,0.94,0.0,3,59,62,Siang (12–16)
7707,2011-11-22,Winter,2011,11,17,0,Tue,1,Light Snow/Rain,0.44,0.4394,1.0,0.0896,4,161,165,Sore (17–20)
7708,2011-11-22,Winter,2011,11,18,0,Tue,1,Light Snow/Rain,0.44,0.4394,1.0,0.0,0,148,148,Sore (17–20)
7709,2011-11-22,Winter,2011,11,19,0,Tue,1,Light Snow/Rain,0.46,0.4545,0.94,0.1045,5,106,111,Sore (17–20)
7710,2011-11-22,Winter,2011,11,20,0,Tue,1,Misty,0.46,0.4545,1.0,0.2239,6,121,127,Sore (17–20)
